ID,Género,Grupo Étnico,Nivel Educativo Padres,Tipo De Almuerzo,Preparación Para Examen,Nota Matemáticas,Nota Lectura,Nota Escritura,Estado Civil Padres,Práctica Deportiva,Medio De Transporte,Horas De Estudio Semanal
18661,female,group D,bachelor's degree,standard,none,80,92,96,single,sometimes,walking,< 5
18662,female,group E,high school,free/reduced,none,59,57,59,married,regularly,school_bus,< 5
18663,female,group B,high school,standard,none,57,69,66,married,never,private,> 10
18664,female,group E,some college,standard,completed,70,75,77,married,regularly,private,< 5
18665,male,group B,bachelor's degree,free/reduced,none,71,70,69,married,regularly,school_bus,> 10
18666,female,group E,master's degree,standard,none,66,81,77,married,sometimes,school_bus,< 5
18667,female,group E,some college,standard,completed,65,65,72,married,regularly,school_bus,5 - 10
18668,male,group C,some college,standard,completed,64,51,58,married,regularly,school_bus,5 - 10
18669,female,group B,bachelor's degree,standard,none,57,67,66,married,sometimes,private,5 - 10
18670,female,group D,high school,standard,none,69,77,78,single,never,school_bus,5 - 10
18671,male,group D,some college,standard,completed,72,66,67,married,sometimes,school_bus,5 - 10
18672,female,group C,some high school,free/reduced,completed,57,75,73,married,regularly,school_bus,5 - 10
18673,male,group B,high school,free/reduced,none,62,58,59,single,sometimes,private,5 - 10
18674,female,group B,associate's degree,standard,none,59,63,66,married,sometimes,school_bus,5 - 10
18675,male,group B,associate's degree,free/reduced,none,83,84,79,not specified,sometimes,private,5 - 10
18676,female,group D,high school,free/reduced,none,81,77,78,single,regularly,walking,5 - 10
18677,female,group B,bachelor's degree,free/reduced,none,73,90,94,single,regularly,school_bus,5 - 10
18678,female,group E,some college,standard,none,71,76,74,widowed,sometimes,private,< 5
18679,female,group D,some high school,standard,completed,92,95,96,married,regularly,walking,5 - 10
18680,female,group C,some high school,standard,completed,55,69,75,married,regularly,private,5 - 10
18681,male,group E,high school,standard,completed,100,100,96,not specified,regularly,school_bus,> 10
18682,male,group C,associate's degree,standard,completed,72,73,71,married,regularly,school_bus,5 - 10
18683,female,group D,some high school,standard,none,59,68,63,married,regularly,school_bus,< 5
18684,male,group D,some high school,standard,none,49,51,48,divorced,sometimes,private,5 - 10
18685,male,group E,associate's degree,standard,completed,100,100,97,married,sometimes,walking,5 - 10
18686,male,group B,bachelor's degree,standard,none,82,82,84,married,regularly,private,5 - 10
18687,female,group C,some college,standard,none,62,72,69,married,regularly,school_bus,< 5
18688,female,group C,associate's degree,free/reduced,none,72,91,87,married,never,school_bus,5 - 10
18689,female,group D,some college,standard,none,85,92,95,divorced,regularly,school_bus,5 - 10
18690,male,group D,some high school,standard,completed,69,64,69,divorced,sometimes,private,< 5
18691,female,group B,some high school,standard,none,45,61,57,married,regularly,private,5 - 10
18692,male,group D,some high school,standard,none,64,54,51,divorced,regularly,school_bus,5 - 10
18693,female,group E,some college,standard,none,72,90,85,married,sometimes,private,> 10
18694,female,group B,some college,free/reduced,completed,57,72,69,married,regularly,school_bus,5 - 10
18695,female,group B,some high school,standard,none,46,41,39,single,regularly,school_bus,5 - 10
18696,male,group E,high school,standard,completed,84,72,71,married,regularly,private,5 - 10
18697,female,group C,associate's degree,free/reduced,none,60,66,70,divorced,sometimes,school_bus,< 5
18698,male,group A,associate's degree,standard,completed,53,51,50,single,sometimes,private,< 5
18699,male,group D,some high school,standard,completed,87,83,82,single,sometimes,school_bus,< 5
18700,female,group B,some high school,standard,none,80,89,81,married,never,school_bus,5 - 10
18701,female,group C,high school,standard,none,73,76,73,married,sometimes,school_bus,5 - 10
18702,female,group C,some high school,free/reduced,none,62,72,69,married,sometimes,private,< 5
18703,female,group D,some college,free/reduced,none,70,74,77,married,sometimes,school_bus,< 5
18704,female,group D,associate's degree,free/reduced,completed,65,81,82,married,sometimes,school_bus,5 - 10
18705,male,group C,high school,standard,none,88,80,81,single,regularly,private,< 5
18706,male,group B,high school,standard,completed,35,37,31,married,sometimes,private,5 - 10
18707,male,group B,some high school,standard,completed,68,61,64,single,sometimes,private,5 - 10
18708,female,group D,some high school,standard,completed,78,88,88,single,regularly,private,5 - 10
18709,male,group B,master's degree,free/reduced,completed,72,67,67,married,regularly,walking,5 - 10
18710,male,group A,some high school,free/reduced,none,49,56,50,single,regularly,private,5 - 10
18711,female,group E,high school,standard,completed,74,76,82,married,regularly,walking,5 - 10
18712,male,group D,some high school,standard,none,80,80,76,single,never,private,5 - 10
18713,male,group B,some college,standard,none,72,71,63,single,never,school_bus,5 - 10
18714,female,group E,master's degree,standard,none,60,58,62,married,sometimes,school_bus,5 - 10
18715,male,group D,associate's degree,standard,completed,84,75,77,single,sometimes,school_bus,< 5
18716,female,group C,bachelor's degree,standard,none,72,85,86,married,sometimes,school_bus,5 - 10
18717,male,group C,some college,standard,completed,66,61,61,married,sometimes,school_bus,< 5
18718,female,group C,associate's degree,free/reduced,none,39,58,56,single,regularly,walking,> 10
18719,male,group B,some college,standard,none,46,46,39,married,sometimes,school_bus,5 - 10
18720,female,group D,some high school,standard,none,61,66,63,single,sometimes,school_bus,< 5
18721,female,group B,some high school,free/reduced,none,26,39,41,not specified,sometimes,private,5 - 10
18722,male,group C,high school,free/reduced,none,67,61,57,married,regularly,school_bus,> 10
18723,male,group B,some college,standard,none,75,70,71,divorced,regularly,private,< 5
18724,female,group A,high school,free/reduced,none,55,58,60,married,regularly,school_bus,< 5
18725,female,group C,bachelor's degree,free/reduced,none,58,67,65,single,regularly,school_bus,< 5
18726,female,group C,some high school,free/reduced,none,38,47,41,married,sometimes,school_bus,> 10
18727,male,group D,some high school,standard,none,72,72,71,divorced,sometimes,walking,5 - 10
18728,female,group B,associate's degree,standard,completed,76,97,91,married,sometimes,walking,5 - 10
18729,female,group D,some college,standard,completed,98,92,100,married,sometimes,private,< 5
18730,male,group D,bachelor's degree,standard,none,71,64,65,single,never,school_bus,5 - 10
18731,male,group C,master's degree,standard,completed,82,78,81,not specified,sometimes,walking,> 10
18732,female,group E,some college,free/reduced,none,81,90,84,married,sometimes,private,5 - 10
18733,male,group C,some high school,standard,completed,68,71,72,single,regularly,school_bus,< 5
18734,male,group E,high school,free/reduced,none,72,71,66,married,regularly,private,5 - 10
18735,female,group D,some high school,standard,completed,88,100,94,divorced,regularly,school_bus,< 5
18736,female,group B,some college,standard,completed,77,87,82,married,sometimes,school_bus,< 5
18737,female,group E,some high school,standard,none,76,89,88,married,sometimes,private,5 - 10
18738,male,group C,some high school,free/reduced,completed,52,45,48,married,sometimes,school_bus,> 10
18739,female,group E,master's degree,free/reduced,none,59,65,62,married,never,walking,5 - 10
18740,male,group B,high school,standard,completed,76,79,70,married,regularly,private,> 10
18741,female,group D,some high school,free/reduced,none,35,38,36,divorced,sometimes,walking,< 5
18742,female,group D,master's degree,standard,completed,71,62,64,single,regularly,private,< 5
18743,male,group D,associate's degree,free/reduced,none,54,54,48,married,sometimes,walking,< 5
18744,female,group D,some college,free/reduced,completed,73,87,96,not specified,regularly,walking,5 - 10
18745,male,group C,high school,standard,none,54,50,51,divorced,sometimes,private,5 - 10
18746,female,group D,some high school,standard,completed,70,80,84,married,sometimes,school_bus,< 5
18747,male,group D,master's degree,standard,completed,100,95,99,single,sometimes,school_bus,5 - 10
18748,female,group C,some college,standard,none,45,55,47,divorced,sometimes,private,5 - 10
18749,female,group C,associate's degree,standard,none,61,60,67,divorced,regularly,school_bus,5 - 10
18750,female,group C,associate's degree,standard,none,83,98,93,not specified,never,private,5 - 10
18751,female,group D,some college,free/reduced,none,48,55,62,married,sometimes,private,5 - 10
18752,male,group D,some high school,free/reduced,none,48,46,47,married,sometimes,school_bus,> 10
18753,male,group B,some college,standard,none,73,71,66,divorced,regularly,private,< 5
18754,male,group C,bachelor's degree,standard,none,77,67,64,divorced,sometimes,school_bus,5 - 10
18755,female,group C,high school,standard,completed,56,72,65,single,regularly,private,< 5
18756,female,group E,associate's degree,standard,none,73,72,74,married,never,school_bus,5 - 10
18757,male,group B,high school,standard,none,70,66,55,married,regularly,school_bus,> 10
18758,male,group A,some high school,free/reduced,completed,57,61,57,divorced,sometimes,school_bus,5 - 10
18759,male,group D,master's degree,standard,none,67,47,50,single,never,school_bus,> 10
18760,male,group E,associate's degree,free/reduced,completed,53,53,46,married,regularly,walking,< 5
18761,female,group A,associate's degree,standard,none,95,90,95,single,sometimes,walking,< 5
18762,male,group C,some high school,standard,none,69,68,60,married,sometimes,walking,< 5
18763,male,group B,associate's degree,standard,none,89,87,76,single,regularly,walking,< 5
18764,male,group D,associate's degree,standard,completed,83,78,78,married,regularly,private,> 10
18765,female,group C,some high school,standard,none,48,64,53,divorced,sometimes,school_bus,> 10
18766,female,group C,some high school,standard,none,72,86,79,married,regularly,school_bus,< 5
18767,female,group C,high school,standard,none,86,95,92,married,regularly,walking,5 - 10
18768,male,group D,some college,standard,completed,93,94,100,married,regularly,school_bus,5 - 10
18769,male,group C,high school,standard,none,83,87,77,married,sometimes,school_bus,> 10
18770,female,group A,associate's degree,standard,none,63,64,63,single,sometimes,school_bus,5 - 10
18771,female,group B,some high school,standard,none,84,87,89,married,never,school_bus,5 - 10
18772,female,group B,high school,free/reduced,completed,53,70,66,married,regularly,school_bus,5 - 10
18773,male,group D,high school,standard,none,78,82,75,divorced,sometimes,school_bus,5 - 10
18774,male,group D,some high school,standard,none,53,45,46,married,sometimes,private,> 10
18775,female,group D,master's degree,standard,none,71,85,93,married,never,school_bus,< 5
18776,male,group D,some college,free/reduced,none,46,47,48,married,sometimes,private,< 5
18777,male,group C,high school,standard,completed,49,57,48,married,sometimes,school_bus,5 - 10
18778,male,group B,high school,standard,completed,70,74,69,married,regularly,private,5 - 10
18779,female,group D,high school,standard,none,75,82,84,divorced,regularly,school_bus,> 10
18780,female,group C,some college,standard,none,71,83,81,single,never,private,5 - 10
18781,female,group E,associate's degree,standard,none,63,69,65,divorced,sometimes,private,5 - 10
18782,female,group B,high school,free/reduced,none,56,73,74,single,sometimes,private,5 - 10
18783,female,group B,some college,standard,none,39,47,50,divorced,sometimes,school_bus,5 - 10
18784,female,group C,associate's degree,standard,none,84,94,97,married,sometimes,school_bus,5 - 10
18785,female,group C,some college,standard,completed,52,63,69,divorced,regularly,school_bus,< 5
18786,female,group A,associate's degree,standard,none,62,72,67,married,regularly,private,< 5
18787,female,group B,some high school,free/reduced,completed,54,59,58,married,sometimes,school_bus,5 - 10
18788,female,group C,master's degree,standard,none,61,64,70,single,sometimes,private,5 - 10
18789,male,group B,some college,free/reduced,completed,53,61,55,married,sometimes,school_bus,5 - 10
18790,male,group D,associate's degree,free/reduced,none,47,39,41,married,never,school_bus,5 - 10
18791,female,group C,associate's degree,standard,completed,77,92,92,married,regularly,school_bus,5 - 10
18792,male,group C,some college,standard,none,60,67,60,single,sometimes,walking,5 - 10
18793,male,group C,bachelor's degree,standard,completed,66,73,67,single,sometimes,private,< 5
18794,female,group C,high school,free/reduced,none,51,63,57,married,never,school_bus,< 5
18795,female,group A,some high school,free/reduced,completed,70,78,79,divorced,sometimes,private,5 - 10
18796,female,group D,some college,standard,none,61,74,70,married,sometimes,school_bus,< 5
18797,female,group D,some high school,standard,none,47,54,52,married,sometimes,school_bus,5 - 10
18798,female,group A,some college,standard,none,73,74,72,single,sometimes,school_bus,5 - 10
18799,male,group B,bachelor's degree,free/reduced,none,66,69,66,divorced,regularly,school_bus,> 10
18800,female,group C,bachelor's degree,standard,none,91,100,95,divorced,regularly,school_bus,5 - 10
18801,male,group C,associate's degree,free/reduced,none,40,45,39,married,regularly,school_bus,5 - 10
18802,male,group D,some college,standard,none,75,73,73,married,sometimes,school_bus,5 - 10
18803,female,group C,high school,standard,none,61,73,72,married,sometimes,school_bus,5 - 10
18804,male,group C,master's degree,standard,completed,83,82,80,married,sometimes,walking,5 - 10
18805,female,group C,some college,standard,completed,69,79,88,married,sometimes,private,< 5
18806,female,group C,some college,free/reduced,none,41,50,49,married,regularly,private,< 5
18807,female,group C,master's degree,standard,none,78,93,89,single,regularly,school_bus,> 10
18808,male,group D,some college,standard,completed,72,69,76,single,sometimes,school_bus,5 - 10
18809,female,group A,associate's degree,standard,completed,65,79,79,married,regularly,private,5 - 10
18810,male,group C,high school,standard,none,75,63,67,married,sometimes,school_bus,< 5
18811,male,group C,some college,standard,completed,61,64,63,married,sometimes,walking,< 5
18812,male,group D,some college,free/reduced,none,71,58,53,married,regularly,private,< 5
18813,male,group A,high school,standard,none,61,48,47,single,sometimes,private,> 10
18814,female,group A,master's degree,standard,none,90,95,96,married,regularly,private,5 - 10
18815,male,group B,some college,standard,none,86,87,82,single,sometimes,school_bus,5 - 10
18816,female,group D,high school,standard,none,57,63,63,married,regularly,walking,> 10
18817,male,group D,associate's degree,standard,completed,81,71,68,married,regularly,school_bus,5 - 10
18818,female,group D,some college,standard,none,67,77,78,single,sometimes,private,5 - 10
18819,female,group E,bachelor's degree,standard,none,82,100,93,divorced,regularly,school_bus,< 5
18820,male,group E,high school,standard,none,84,77,75,married,regularly,school_bus,> 10
18821,male,group B,some college,free/reduced,completed,89,92,84,divorced,regularly,private,< 5
18822,male,group C,associate's degree,standard,none,74,69,63,single,sometimes,private,5 - 10
18823,female,group D,some college,standard,none,78,86,87,married,sometimes,private,5 - 10
18824,female,group D,some high school,standard,completed,70,92,92,married,regularly,private,5 - 10
18825,male,group B,high school,standard,completed,64,67,69,married,sometimes,school_bus,5 - 10
18826,female,group C,bachelor's degree,standard,none,68,73,67,married,sometimes,private,< 5
18827,male,group C,some college,free/reduced,none,63,65,68,not specified,sometimes,private,< 5
18828,female,group C,bachelor's degree,standard,completed,76,82,85,married,regularly,private,5 - 10
18829,male,group E,associate's degree,standard,completed,98,89,87,married,regularly,school_bus,> 10
18830,male,group E,some high school,free/reduced,none,65,51,46,single,regularly,private,5 - 10
18831,male,group E,some college,free/reduced,completed,86,79,77,married,sometimes,school_bus,> 10
18832,female,group D,some college,free/reduced,completed,74,82,93,single,sometimes,private,> 10
18833,female,group B,master's degree,standard,none,77,84,85,married,sometimes,private,< 5
18834,male,group D,associate's degree,standard,completed,78,71,74,married,sometimes,school_bus,5 - 10
18835,female,group D,high school,standard,none,73,65,69,married,regularly,private,5 - 10
18836,male,group E,master's degree,standard,none,79,72,73,married,sometimes,private,5 - 10
18837,female,group D,some college,standard,none,72,82,79,single,regularly,school_bus,5 - 10
18838,female,group C,high school,standard,none,51,54,50,married,regularly,school_bus,< 5
18839,male,group D,some high school,free/reduced,none,50,51,54,divorced,never,school_bus,< 5
18840,female,group E,associate's degree,standard,none,72,77,80,married,sometimes,private,< 5
18841,male,group B,bachelor's degree,standard,none,64,59,56,married,regularly,walking,5 - 10
18842,male,group B,some high school,standard,completed,87,87,81,divorced,regularly,private,5 - 10
18843,male,group D,associate's degree,free/reduced,none,48,49,52,married,sometimes,school_bus,5 - 10
18844,male,group C,associate's degree,standard,none,87,68,76,married,sometimes,school_bus,5 - 10
18845,male,group C,some college,standard,none,88,84,84,divorced,sometimes,school_bus,< 5
18846,female,group C,some high school,standard,none,80,91,90,married,regularly,private,5 - 10
18847,female,group D,high school,free/reduced,completed,51,72,76,married,never,school_bus,< 5
18848,female,group B,high school,free/reduced,none,47,62,57,married,sometimes,school_bus,> 10
18849,female,group B,some high school,standard,completed,87,91,99,single,regularly,school_bus,< 5
18850,female,group D,associate's degree,free/reduced,none,56,63,58,married,never,school_bus,< 5
18851,male,group D,high school,standard,none,66,43,43,divorced,sometimes,walking,5 - 10
18852,male,group D,associate's degree,standard,none,96,85,84,single,regularly,private,5 - 10
18853,male,group D,master's degree,standard,none,77,80,77,widowed,sometimes,private,5 - 10
18854,male,group C,associate's degree,standard,completed,71,71,73,married,never,school_bus,5 - 10
18855,female,group D,associate's degree,standard,none,85,93,97,married,regularly,school_bus,< 5
18856,male,group C,some high school,free/reduced,none,64,47,46,married,never,private,> 10
18857,female,group D,some college,standard,none,41,45,46,married,sometimes,private,5 - 10
18858,female,group E,associate's degree,standard,none,58,58,64,married,regularly,school_bus,5 - 10
18859,male,group A,some high school,free/reduced,none,56,47,43,married,regularly,private,5 - 10
18860,female,group D,some high school,free/reduced,completed,74,97,96,single,sometimes,school_bus,< 5
18861,female,group A,high school,standard,none,71,88,87,single,never,school_bus,< 5
18862,female,group B,associate's degree,standard,completed,64,60,64,married,regularly,private,< 5
18863,male,group A,some high school,free/reduced,none,52,64,61,married,sometimes,school_bus,< 5
18864,male,group B,bachelor's degree,standard,none,70,62,56,single,regularly,school_bus,< 5
18865,female,group C,some college,free/reduced,completed,46,62,67,married,regularly,private,5 - 10
18866,male,group C,master's degree,standard,none,54,47,46,married,sometimes,private,5 - 10
18867,female,group C,associate's degree,free/reduced,completed,60,75,79,married,regularly,school_bus,5 - 10
18868,male,group D,associate's degree,standard,completed,57,57,63,married,regularly,private,5 - 10
18869,female,group D,associate's degree,standard,none,79,83,87,married,sometimes,school_bus,> 10
18870,female,group A,some high school,standard,completed,80,79,80,single,sometimes,walking,5 - 10
18871,female,group C,some college,free/reduced,none,66,77,75,widowed,regularly,school_bus,5 - 10
18872,female,group D,high school,standard,completed,67,70,78,widowed,never,private,< 5
18873,male,group B,high school,standard,none,75,67,64,married,regularly,walking,> 10
18874,male,group E,associate's degree,standard,completed,73,75,76,single,sometimes,private,5 - 10
18875,male,group D,some college,standard,none,100,94,89,married,sometimes,private,> 10
18876,female,group B,some college,free/reduced,none,34,45,35,married,sometimes,walking,> 10
18877,male,group C,associate's degree,free/reduced,none,78,75,70,divorced,regularly,walking,< 5
18878,male,group B,high school,free/reduced,completed,72,76,78,married,sometimes,school_bus,5 - 10
18879,female,group D,associate's degree,free/reduced,none,59,62,62,married,regularly,private,5 - 10
18880,female,group A,some college,free/reduced,none,34,45,50,married,sometimes,private,> 10
18881,male,group E,some high school,standard,completed,79,73,69,married,sometimes,school_bus,5 - 10
18882,female,group A,some college,standard,none,71,76,80,married,never,private,5 - 10
18883,male,group D,high school,standard,none,59,48,51,married,never,walking,> 10
18884,male,group C,high school,standard,none,56,42,34,married,never,school_bus,5 - 10
18885,female,group C,bachelor's degree,free/reduced,completed,54,83,82,married,never,school_bus,< 5
18886,female,group B,associate's degree,standard,completed,76,89,89,married,regularly,private,5 - 10
18887,male,group C,associate's degree,free/reduced,completed,85,86,89,married,regularly,school_bus,5 - 10
18888,female,group C,bachelor's degree,standard,none,65,86,84,married,sometimes,private,< 5
18889,female,group C,master's degree,standard,none,71,87,87,single,sometimes,school_bus,5 - 10
18890,male,group B,some college,standard,none,85,71,73,married,sometimes,walking,5 - 10
18891,male,group D,bachelor's degree,standard,none,91,95,95,married,never,school_bus,5 - 10
18892,female,group B,some high school,free/reduced,completed,60,73,77,single,sometimes,private,5 - 10
18893,female,group D,some high school,standard,none,76,83,82,divorced,sometimes,private,> 10
18894,female,group A,associate's degree,standard,completed,89,94,94,not specified,sometimes,school_bus,< 5
18895,male,group E,high school,free/reduced,none,86,81,76,married,sometimes,private,5 - 10
18896,male,group B,some high school,free/reduced,none,33,31,24,divorced,sometimes,school_bus,5 - 10
18897,female,group E,high school,standard,none,86,91,78,single,regularly,walking,< 5
18898,female,group C,master's degree,free/reduced,completed,58,69,65,married,sometimes,school_bus,< 5
18899,male,group D,some college,standard,none,79,73,69,single,sometimes,private,> 10
18900,female,group E,associate's degree,standard,none,69,68,58,single,sometimes,school_bus,5 - 10
18901,female,group A,some college,standard,none,79,99,90,married,never,private,< 5
18902,female,group E,high school,standard,none,84,75,79,married,regularly,school_bus,> 10
18903,female,group E,associate's degree,standard,none,74,81,81,married,sometimes,walking,5 - 10
18904,female,group D,bachelor's degree,standard,none,64,76,75,divorced,regularly,school_bus,> 10
18905,female,group C,some college,standard,none,80,87,88,single,sometimes,private,5 - 10
18906,male,group B,high school,standard,none,53,49,39,not specified,never,walking,5 - 10
18907,female,group B,some college,free/reduced,completed,51,57,67,married,sometimes,walking,< 5
18908,male,group B,some high school,standard,none,40,43,39,married,sometimes,private,> 10
18909,female,group C,high school,standard,completed,70,87,86,not specified,regularly,school_bus,5 - 10
18910,male,group D,some high school,free/reduced,completed,71,78,75,single,sometimes,school_bus,5 - 10
18911,male,group B,some high school,standard,none,56,48,44,married,sometimes,school_bus,< 5
18912,male,group C,associate's degree,standard,none,63,62,60,divorced,sometimes,school_bus,> 10
18913,female,group C,high school,standard,none,57,63,62,single,never,walking,> 10
18914,male,group B,high school,free/reduced,completed,56,55,52,divorced,regularly,school_bus,< 5
18915,male,group B,high school,standard,none,44,52,40,married,regularly,private,< 5
18916,female,group C,associate's degree,free/reduced,completed,52,59,62,not specified,never,walking,5 - 10
18917,female,group C,some college,standard,completed,68,75,75,single,sometimes,school_bus,5 - 10
18918,female,group E,master's degree,free/reduced,none,60,68,70,married,regularly,school_bus,< 5
18919,female,group E,high school,standard,none,73,77,75,divorced,regularly,private,5 - 10
18920,female,group E,bachelor's degree,free/reduced,none,77,83,78,married,regularly,private,5 - 10
18921,female,group C,high school,standard,none,54,66,65,married,sometimes,private,5 - 10
18922,female,group E,some college,free/reduced,none,59,69,66,married,sometimes,private,5 - 10
18923,female,group C,some high school,standard,none,72,80,81,married,sometimes,school_bus,5 - 10
18924,male,group C,associate's degree,standard,none,65,61,56,divorced,never,private,> 10
18925,female,group B,bachelor's degree,standard,completed,86,93,98,divorced,sometimes,private,5 - 10
18926,male,group D,high school,free/reduced,none,24,12,18,married,sometimes,walking,> 10
18927,female,group A,some college,standard,completed,65,68,74,divorced,regularly,school_bus,< 5
18928,female,group C,some high school,free/reduced,none,36,46,43,married,sometimes,school_bus,< 5
18929,male,group D,master's degree,standard,completed,81,77,86,divorced,regularly,private,5 - 10
18930,female,group C,some college,free/reduced,none,57,62,61,divorced,sometimes,private,5 - 10
18931,female,group D,associate's degree,free/reduced,completed,56,69,83,married,sometimes,private,5 - 10
18932,female,group B,associate's degree,free/reduced,none,70,85,80,married,regularly,private,5 - 10
18933,female,group E,associate's degree,standard,completed,84,88,88,married,sometimes,private,5 - 10
18934,male,group D,associate's degree,free/reduced,completed,48,57,59,married,never,walking,5 - 10
18935,male,group B,some high school,free/reduced,none,80,72,71,single,sometimes,school_bus,5 - 10
18936,male,group B,high school,free/reduced,none,56,49,48,married,never,school_bus,> 10
18937,female,group D,associate's degree,free/reduced,none,54,65,59,married,sometimes,school_bus,5 - 10
18938,female,group B,high school,free/reduced,none,48,59,59,married,sometimes,walking,5 - 10
18939,male,group D,associate's degree,standard,completed,95,97,94,single,regularly,school_bus,5 - 10
18940,female,group D,some high school,standard,none,57,56,62,single,regularly,school_bus,5 - 10
18941,male,group A,associate's degree,standard,completed,94,91,94,single,regularly,school_bus,5 - 10
18942,female,group B,master's degree,standard,none,61,78,74,divorced,regularly,school_bus,5 - 10
18943,female,group D,bachelor's degree,standard,none,67,77,73,married,sometimes,private,5 - 10
18944,male,group B,some high school,standard,none,77,68,64,married,sometimes,private,5 - 10
18945,male,group B,some high school,free/reduced,none,51,54,45,married,sometimes,walking,5 - 10
18946,female,group D,some college,standard,none,61,82,79,divorced,sometimes,private,5 - 10
18947,male,group A,associate's degree,standard,completed,80,80,83,married,sometimes,school_bus,< 5
18948,male,group B,some high school,standard,none,62,53,49,married,never,school_bus,> 10
18949,male,group B,some high school,free/reduced,none,51,45,36,married,sometimes,private,< 5
18950,female,group D,high school,standard,none,63,73,72,not specified,regularly,private,> 10
18951,female,group B,some college,free/reduced,completed,71,89,82,married,sometimes,school_bus,< 5
18952,female,group C,some college,free/reduced,none,56,72,71,married,sometimes,school_bus,5 - 10
18953,male,group B,some high school,standard,completed,72,72,75,married,never,private,> 10
18954,male,group D,bachelor's degree,standard,none,67,77,78,married,sometimes,school_bus,5 - 10
18955,male,group A,some college,free/reduced,none,62,51,49,widowed,regularly,private,< 5
18956,female,group D,some high school,standard,none,74,85,87,married,regularly,private,5 - 10
18957,male,group E,master's degree,standard,completed,91,84,89,married,sometimes,private,5 - 10
18958,female,group D,associate's degree,free/reduced,none,62,79,73,married,sometimes,private,5 - 10
18959,male,group B,bachelor's degree,free/reduced,none,57,49,49,married,regularly,private,5 - 10
18960,female,group E,associate's degree,standard,none,58,66,67,married,regularly,private,< 5
18961,male,group D,associate's degree,free/reduced,none,65,67,62,married,sometimes,private,> 10
18962,male,group D,some college,standard,none,47,40,35,married,regularly,walking,< 5
18963,male,group D,associate's degree,standard,none,70,65,65,single,sometimes,school_bus,> 10
18964,female,group E,some college,free/reduced,completed,74,87,82,single,sometimes,walking,5 - 10
18965,female,group E,some high school,free/reduced,completed,49,62,61,single,regularly,private,5 - 10
18966,male,group A,some college,standard,none,76,66,58,divorced,never,school_bus,< 5
18967,male,group C,bachelor's degree,free/reduced,completed,59,60,62,not specified,regularly,private,5 - 10
18968,female,group C,some college,free/reduced,none,57,65,60,single,regularly,school_bus,5 - 10
18969,male,group C,bachelor's degree,standard,none,93,84,87,married,regularly,school_bus,5 - 10
18970,female,group D,associate's degree,standard,none,59,59,66,divorced,sometimes,school_bus,5 - 10
18971,male,group D,high school,free/reduced,none,69,59,62,single,sometimes,school_bus,5 - 10
18972,female,group D,some high school,free/reduced,none,53,61,62,not specified,sometimes,school_bus,< 5
18973,female,group C,associate's degree,standard,none,56,50,62,divorced,regularly,private,< 5
18974,female,group C,bachelor's degree,standard,completed,96,99,97,married,regularly,private,< 5
18975,female,group D,high school,free/reduced,none,59,62,67,married,sometimes,school_bus,5 - 10
18976,female,group A,high school,free/reduced,none,61,60,60,divorced,sometimes,school_bus,5 - 10
18977,female,group D,bachelor's degree,standard,completed,63,71,72,married,sometimes,private,< 5
18978,female,group B,high school,standard,none,44,52,50,married,sometimes,school_bus,< 5
18979,female,group D,some college,standard,none,56,57,57,married,regularly,school_bus,< 5
18980,male,group C,some college,free/reduced,completed,60,54,52,married,regularly,school_bus,5 - 10
18981,male,group C,high school,free/reduced,none,52,38,38,married,sometimes,private,> 10
18982,female,group C,bachelor's degree,standard,completed,81,84,92,single,sometimes,private,5 - 10
18983,male,group C,associate's degree,free/reduced,none,47,43,47,married,regularly,school_bus,> 10
18984,male,group B,some college,free/reduced,none,46,47,42,married,regularly,school_bus,5 - 10
18985,male,group D,high school,standard,none,64,58,62,married,regularly,private,> 10
18986,male,group B,associate's degree,standard,none,92,86,79,married,sometimes,private,5 - 10
18987,male,group C,associate's degree,free/reduced,completed,79,73,68,single,regularly,private,> 10
18988,female,group D,some college,free/reduced,completed,72,90,89,married,sometimes,private,< 5
18989,male,group C,associate's degree,standard,none,63,60,61,divorced,regularly,school_bus,< 5
18990,male,group D,master's degree,standard,none,91,93,94,married,sometimes,school_bus,> 10
18991,female,group D,associate's degree,free/reduced,none,52,63,63,married,regularly,private,5 - 10
18992,male,group B,associate's degree,free/reduced,none,73,67,68,married,sometimes,private,< 5
18993,male,group D,master's degree,free/reduced,completed,81,87,85,single,never,school_bus,5 - 10
18994,male,group C,high school,free/reduced,none,55,63,56,married,never,school_bus,> 10
18995,female,group C,some college,standard,completed,80,90,99,married,sometimes,school_bus,5 - 10
18996,female,group D,associate's degree,standard,none,74,83,82,single,sometimes,walking,< 5
18997,male,group D,high school,standard,none,60,58,54,married,sometimes,school_bus,5 - 10
18998,male,group D,some college,standard,completed,87,81,82,married,sometimes,school_bus,5 - 10
18999,male,group A,master's degree,standard,completed,63,66,62,married,regularly,private,> 10
19000,female,group A,some college,standard,none,46,58,58,married,sometimes,walking,< 5
19001,male,group C,some college,free/reduced,none,34,37,32,single,sometimes,school_bus,5 - 10
19002,female,group B,bachelor's degree,standard,completed,89,100,100,single,sometimes,school_bus,< 5
19003,male,group B,associate's degree,free/reduced,completed,71,69,72,divorced,regularly,school_bus,5 - 10
19004,female,group E,high school,standard,none,70,78,71,married,regularly,school_bus,5 - 10
19005,female,group E,some college,free/reduced,none,86,94,88,not specified,regularly,school_bus,< 5
